Event,Site,Date,Round,White,Black,Result,CurrentPosition,Timezone,ECO,ECOUrl,UTCDate,UTCTime,WhiteElo,BlackElo,TimeControl,Termination,StartTime,EndDate,EndTime,Link,pgn,pgnNoTime,WhiteTimeRemaining,BlackTimeRemaining,NumberOfMoves,PointDifference10,TimeDifference10,AvgPointDifferenceMove10,AvgTimeDifferenceMove10,BRookRemaining10,BKingRemaining10,BBishopRemaining10,BKnightRemaining10,BQueenRemaining10,BPawnRemaining10,WRookRemaining10,WKingRemaining10,WBishopRemaining10,WKnightRemaining10,WQueenRemaining10,WPawnRemaining10,PointDifference15,TimeDifference15,AvgPointDifferenceMove15,AvgTimeDifferenceMove15,BRookRemaining15,BKingRemaining15,BBishopRemaining15,BKnightRemaining15,BQueenRemaining15,BPawnRemaining15,WRookRemaining15,WKingRemaining15,WBishopRemaining15,WKnightRemaining15,WQueenRemaining15,WPawnRemaining15,PointDifference20,TimeDifference20,AvgPointDifferenceMove20,AvgTimeDifferenceMove20,BRookRemaining20,BKingRemaining20,BBishopRemaining20,BKnightRemaining20,BQueenRemaining20,BPawnRemaining20,WRookRemaining20,WKingRemaining20,WBishopRemaining20,WKnightRemaining20,WQueenRemaining20,WPawnRemaining20,PointDifference25,TimeDifference25,AvgPointDifferenceMove25,AvgTimeDifferenceMove25,BRookRemaining25,BKingRemaining25,BBishopRemaining25,BKnightRemaining25,BQueenRemaining25,BPawnRemaining25,WRookRemaining25,WKingRemaining25,WBishopRemaining25,WKnightRemaining25,WQueenRemaining25,WPawnRemaining25,PointDifference30,TimeDifference30,AvgPointDifferenceMove30,AvgTimeDifferenceMove30,BRookRemaining30,BKingRemaining30,BBishopRemaining30,BKnightRemaining30,BQueenRemaining30,BPawnRemaining30,WRookRemaining30,WKingRemaining30,WBishopRemaining30,WKnightRemaining30,WQueenRemaining30,WPawnRemaining30,PointDifference40,TimeDifference40,AvgPointDifferenceMove40,AvgTimeDifferenceMove40,BRookRemaining40,BKingRemaining40,BBishopRemaining40,BKnightRemaining40,BQueenRemaining40,BPawnRemaining40,WRookRemaining40,WKingRemaining40,WBishopRemaining40,WKnightRemaining40,WQueenRemaining40,WPawnRemaining40,AvgPointDifferenceFullGame,AvgTimeDifferenceFullGame,WhiteCastle,BlackCastle,ACSTStartDateTime,ACSTEndDateTime,Game Length,TimeOfDay,DayOfWeek,Weekend,Colour,Elo,OppElo,Win,Loss,Draw,Last7Days,Last14Days,Last30Days,Last90Days,Last180Days,Last365Days,Over365Days,MyTimeRemaining,OppTimeRemaining,+/-TimeDifference,TotalTime,MyTimeUsed,AvgTimePerMove,OppTimeUsed,OppAvgTimePerMove,+/-AvgTimePerMove,SessionGame,GameInSession,ReasonedTerminated,MyBishopRemaining10,OppBishopRemaining10,MyBishopRemaining15,OppBishopRemaining15,MyBishopRemaining20,OppBishopRemaining20,MyBishopRemaining25,OppBishopRemaining25,MyBishopRemaining30,OppBishopRemaining30,MyBishopRemaining40,OppBishopRemaining40,MyKingRemaining10,OppKingRemaining10,MyKingRemaining15,OppKingRemaining15,MyKingRemaining20,OppKingRemaining20,MyKingRemaining25,OppKingRemaining25,MyKingRemaining30,OppKingRemaining30,MyKingRemaining40,OppKingRemaining40,MyKnightRemaining10,OppKnightRemaining10,MyKnightRemaining15,OppKnightRemaining15,MyKnightRemaining20,OppKnightRemaining20,MyKnightRemaining25,OppKnightRemaining25,MyKnightRemaining30,OppKnightRemaining30,MyKnightRemaining40,OppKnightRemaining40,MyPawnRemaining10,OppPawnRemaining10,MyPawnRemaining15,OppPawnRemaining15,MyPawnRemaining20,OppPawnRemaining20,MyPawnRemaining25,OppPawnRemaining25,MyPawnRemaining30,OppPawnRemaining30,MyPawnRemaining40,OppPawnRemaining40,MyQueenRemaining10,OppQueenRemaining10,MyQueenRemaining15,OppQueenRemaining15,MyQueenRemaining20,OppQueenRemaining20,MyQueenRemaining25,OppQueenRemaining25,MyQueenRemaining30,OppQueenRemaining30,MyQueenRemaining40,OppQueenRemaining40,MyRookRemaining10,OppRookRemaining10,MyRookRemaining15,OppRookRemaining15,MyRookRemaining20,OppRookRemaining20,MyRookRemaining25,OppRookRemaining25,MyRookRemaining30,OppRookRemaining30,MyRookRemaining40,OppRookRemaining40
Live Chess,Chess.com,2020-11-29 00:00:00,-,VincentHK99,emsbagz,0-1,3rkb1r/p5pp/b1p2n2/1p6/4p3/2P1B3/PP1NBPPP/2RK3R w k -,UTC,C45,https://www.chess.com/openings/Scotch-Game,2020.11.29,21:53:36,650,860,180,emsbagz won on time,21:53:36,2020.11.29,21:57:46,https://www.chess.com/game/live/5849789356,1. e4 {[%clk 0:02:59.1]} 1... Nc6 {[%clk 0:02:59.2]} 2. d4 {[%clk 0:02:55.7]} 2... e5 {[%clk 0:02:58.6]} 3. Nf3 {[%clk 0:02:41.2]} 3... d5 {[%clk 0:02:54.2]} 4. Be3 {[%clk 0:02:32.3]} 4... dxe4 {[%clk 0:02:52.1]} 5. Nxe5 {[%clk 0:02:14.5]} 5... Nxe5 {[%clk 0:02:43.9]} 6. dxe5 {[%clk 0:02:12.2]} 6... Qxd1+ {[%clk 0:02:42.3]} 7. Kxd1 {[%clk 0:02:00.9]} 7... f6 {[%clk 0:02:40.8]} 8. exf6 {[%clk 0:01:49.8]} 8... Nxf6 {[%clk 0:02:39.7]} 9. Bb5+ {[%clk 0:01:31.4]} 9... c6 {[%clk 0:02:37]} 10. Bc4 {[%clk 0:01:19.8]} 10... b5 {[%clk 0:02:24.5]} 11. Be2 {[%clk 0:01:16.6]} 11... Nd5 {[%clk 0:02:16.9]} 12. Nd2 {[%clk 0:01:08.4]} 12... Nf6 {[%clk 0:02:12.3]} 13. Rc1 {[%clk 0:00:16.5]} 13... Ba6 {[%clk 0:02:01.1]} 14. c3 {[%clk 0:00:09.3]} 14... Rd8 {[%clk 0:01:57.4]} 0-1,1. e4 Nc6 2. d4 e5 3. Nf3 d5 4. Be3 dxe4 5. Nxe5 Nxe5 6. dxe5 Qxd1+ 7. Kxd1 f6 8. exf6 Nxf6 9. Bb5+ c6 10. Bc4 b5 11. Be2 Nd5 12. Nd2 Nf6 13. Rc1 Ba6 14. c3 Rd8 0-1,9.3,117.4,14,0,-64.7,-1.444444444,-27.85555556,2,1,2,1,0,6,2,1,2,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.928571429,-46.59285714,NoCastle,NoCastle,2020-11-30 07:23:36,2020-11-30 07:27:46,250,morning,0,0,white,650,860,0,1,0,0,0,0,0,0,0,1,9.3,117.4,-108.1,180,170.7,12.19285714,62.6,4.471428571,7.721428571,1,1,on time,2,2,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,6,6,,,,,,,,,,,0,0,,,,,,,,,,,2,2,,,,,,,,,,
Live Chess,Chess.com,2020-11-29 00:00:00,-,MartinaRiquelme,VincentHK99,0-1,2b2k2/1p6/1P6/8/r4P2/5KP1/2nq4/q6r b - -,UTC,A00,https://www.chess.com/openings/Kadas-Opening-1...d5,2020.11.29,21:58:23,638,962,600,VincentHK99 won by resignation,21:58:23,2020.11.29,22:11:09,https://www.chess.com/game/live/5849818703,1. h4 {[%clk 0:09:52.7]} 1... d5 {[%clk 0:09:57.7]} 2. e3 {[%clk 0:09:48]} 2... e5 {[%clk 0:09:56.1]} 3. e4 {[%clk 0:09:12.9]} 3... c6 {[%clk 0:09:30.6]} 4. c4 {[%clk 0:08:30.6]} 4... Nf6 {[%clk 0:09:23.9]} 5. exd5 {[%clk 0:08:30.5]} 5... cxd5 {[%clk 0:09:19.2]} 6. cxd5 {[%clk 0:08:27.8]} 6... Nxd5 {[%clk 0:09:17.6]} 7. Qc2 {[%clk 0:08:23.9]} 7... Bb4 {[%clk 0:08:53.5]} 8. Qxh7 {[%clk 0:08:23.8]} 8... Rxh7 {[%clk 0:08:43.3]} 9. h5 {[%clk 0:08:18.5]} 9... Kf8 {[%clk 0:08:20.6]} 10. a3 {[%clk 0:08:02]} 10... e4 {[%clk 0:07:59.9]} 11. h6 {[%clk 0:07:30]} 11... gxh6 {[%clk 0:07:46.2]} 12. Rxh6 {[%clk 0:07:23]} 12... Rxh6 {[%clk 0:07:36.3]} 13. Ke2 {[%clk 0:07:22.4]} 13... Rh1 {[%clk 0:07:24.4]} 14. g3 {[%clk 0:07:17.2]} 14... Rxg1 {[%clk 0:07:21.3]} 15. Ke1 {[%clk 0:07:08.7]} 15... Rh1 {[%clk 0:07:03.6]} 16. f3 {[%clk 0:07:01.4]} 16... e3 {[%clk 0:06:43.6]} 17. f4 {[%clk 0:06:55.9]} 17... exd2+ {[%clk 0:06:32.8]} 18. Bxd2 {[%clk 0:06:54]} 18... Rh2 {[%clk 0:06:22.6]} 19. Bxb4+ {[%clk 0:06:48.7]} 19... Nxb4 {[%clk 0:06:19.7]} 20. axb4 {[%clk 0:06:44.5]} 20... Nc6 {[%clk 0:06:10.4]} 21. b5 {[%clk 0:06:38.4]} 21... Nd4 {[%clk 0:05:59]} 22. Bc4 {[%clk 0:06:20.5]} 22... Rxb2 {[%clk 0:05:52.8]} 23. Bxf7 {[%clk 0:06:02.5]} 23... Nc2+ {[%clk 0:05:45.1]} 24. Ke2 {[%clk 0:05:46.3]} 24... Nxa1+ {[%clk 0:05:42.6]} 25. Ke3 {[%clk 0:05:41.9]} 25... Rxb1 {[%clk 0:05:40.6]} 26. Ba2 {[%clk 0:05:29.7]} 26... Re1+ {[%clk 0:05:29.8]} 27. Kf2 {[%clk 0:05:13.4]} 27... Nc2 {[%clk 0:05:20.7]} 28. Bb1 {[%clk 0:05:04.9]} 28... Rxb1 {[%clk 0:05:14.8]} 29. Kf3 {[%clk 0:04:58.7]} 29... a5 {[%clk 0:05:11.7]} 30. Kf2 {[%clk 0:04:54.1]} 30... a4 {[%clk 0:05:10.5]} 31. Ke2 {[%clk 0:04:48.6]} 31... a3 {[%clk 0:05:08.7]} 32. Kf3 {[%clk 0:04:34.1]} 32... a2 {[%clk 0:05:05.7]} 33. Kg2 {[%clk 0:04:25.9]} 33... a1=Q {[%clk 0:05:03.8]} 34. Kh2 {[%clk 0:04:19.6]} 34... Rh1+ {[%clk 0:04:58.8]} 35. Kg2 {[%clk 0:04:13.1]} 35... Qd2+ {[%clk 0:04:51.7]} 36. Kf3 {[%clk 0:04:07.5]} 36... Ra4 {[%clk 0:04:39.7]} 37. b6 {[%clk 0:03:23.8]} 0-1,1. h4 d5 2. e3 e5 3. e4 c6 4. c4 Nf6 5. exd5 cxd5 6. cxd5 Nxd5 7. Qc2 Bb4 8. Qxh7 Rxh7 9. h5 Kf8 10. a3 e4 11. h6 gxh6 12. Rxh6 Rxh6 13. Ke2 Rh1 14. g3 Rxg1 15. Ke1 Rh1 16. f3 e3 17. f4 exd2+ 18. Bxd2 Rh2 19. Bxb4+ Nxb4 20. axb4 Nc6 21. b5 Nd4 22. Bc4 Rxb2 23. Bxf7 Nc2+ 24. Ke2 Nxa1+ 25. Ke3 Rxb1 26. Ba2 Re1+ 27. Kf2 Nc2 28. Bb1 Rxb1 29. Kf3 a5 30. Kf2 a4 31. Ke2 a3 32. Kf3 a2 33. Kg2 a1=Q 34. Kh2 Rh1+ 35. Kg2 Qd2+ 36. Kf3 Ra4 37. b6 0-1,203.8,279.7,37,-8,2.1,-1.777777778,-25.97777778,2,1,2,2,1,5,2,1,2,2,0,6,-16,5.1,-5.357142857,-19.09285714,2,1,2,2,1,4,1,1,2,1,0,5,-13,34.1,-8.210526316,-8.468421053,2,1,1,1,1,3,1,1,1,1,0,4,-21,1.3,-9.458333333,-1.608333333,2,1,1,1,1,2,0,1,1,0,0,3,-24,-16.4,-11.65517241,-2.331034483,2,1,1,1,1,2,0,1,0,0,0,3,,,,,,,,,,,,,,,,,-15.40540541,-9.716216216,NoCastle,NoCastle,2020-11-30 07:28:23,2020-11-30 07:41:09,766,morning,0,0,black,962,638,1,0,0,0,0,0,0,0,0,1,279.7,203.8,75.9,600,320.3,8.656756757,396.2,10.70810811,-2.051351351,1,2,resignation,2,2,2,2,1,1,1,1,1,0,,,1,1,1,1,1,1,1,1,1,1,,,2,2,2,1,1,1,1,0,1,0,,,5,6,4,5,3,4,2,3,2,3,,,1,0,1,0,1,0,1,0,1,0,,,2,2,2,1,2,1,2,0,2,0,,
Live Chess,Chess.com,2020-11-29 00:00:00,-,VincentHK99,seansmith03,0-1,5r2/1p1n1ppk/pp1pb2p/R7/2P5/5N1P/5PP1/R5K1 w - -,UTC,C44,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Variation-2...Nc6,2020.11.29,22:18:06,810,959,600,seansmith03 won on time,22:18:06,2020.11.29,22:34:43,https://www.chess.com/game/live/5849933888,1. e4 {[%clk 0:09:59.8]} 1... e5 {[%clk 0:09:59]} 2. Nf3 {[%clk 0:09:46.9]} 2... Nc6 {[%clk 0:09:55.4]} 3. d3 {[%clk 0:09:29.7]} 3... Nf6 {[%clk 0:09:52.5]} 4. Bg5 {[%clk 0:09:16.4]} 4... Bb4+ {[%clk 0:09:49.5]} 5. Nbd2 {[%clk 0:08:44.7]} 5... h6 {[%clk 0:09:37.5]} 6. Be3 {[%clk 0:08:19.8]} 6... d6 {[%clk 0:09:15.1]} 7. Be2 {[%clk 0:08:16.5]} 7... O-O {[%clk 0:09:07.8]} 8. O-O {[%clk 0:08:13.9]} 8... Qe7 {[%clk 0:08:56.5]} 9. d4 {[%clk 0:08:00.2]} 9... exd4 {[%clk 0:08:51.6]} 10. Nxd4 {[%clk 0:07:41.3]} 10... Ne5 {[%clk 0:08:45]} 11. N2f3 {[%clk 0:07:27.9]} 11... Ng6 {[%clk 0:08:25.4]} 12. Bb5 {[%clk 0:07:13]} 12... Qxe4 {[%clk 0:08:11.4]} 13. Re1 {[%clk 0:06:45.6]} 13... a6 {[%clk 0:08:07.8]} 14. Bd3 {[%clk 0:06:16.8]} 14... Qd5 {[%clk 0:07:50.4]} 15. Re2 {[%clk 0:06:00.5]} 15... Bg4 {[%clk 0:07:44.6]} 16. c4 {[%clk 0:05:03.4]} 16... Qa5 {[%clk 0:07:30]} 17. a3 {[%clk 0:04:56.6]} 17... Bc5 {[%clk 0:07:18.2]} 18. b4 {[%clk 0:04:48.4]} 18... Bxb4 {[%clk 0:06:46.7]} 19. axb4 {[%clk 0:04:38.7]} 19... Qxb4 {[%clk 0:06:39.7]} 20. Qd2 {[%clk 0:04:17.6]} 20... Qc5 {[%clk 0:06:32.2]} 21. Ra5 {[%clk 0:04:01.2]} 21... Qb6 {[%clk 0:06:12.2]} 22. Ne6 {[%clk 0:03:04.7]} 22... Qb1+ {[%clk 0:06:08]} 23. Re1 {[%clk 0:02:41.5]} 23... Qb3 {[%clk 0:05:47.8]} 24. Nxf8 {[%clk 0:02:31.3]} 24... Rxf8 {[%clk 0:05:42.5]} 25. Bd4 {[%clk 0:02:07.8]} 25... Nd7 {[%clk 0:05:32.1]} 26. h3 {[%clk 0:01:49.8]} 26... Be6 {[%clk 0:05:15.4]} 27. Ba7 {[%clk 0:01:16.6]} 27... Qb6 {[%clk 0:04:46.1]} 28. Rea1 {[%clk 0:00:33.2]} 28... Nf4 {[%clk 0:04:28.2]} 29. Bxb6 {[%clk 0:00:29.4]} 29... cxb6 {[%clk 0:04:18.8]} 30. Qe3 {[%clk 0:00:19.4]} 30... Nh5 {[%clk 0:03:58]} 31. Qe4 {[%clk 0:00:17]} 31... Nhf6 {[%clk 0:03:47.1]} 32. Qh7+ {[%clk 0:00:13.2]} 32... Nxh7 {[%clk 0:03:42.1]} 33. Bxh7+ {[%clk 0:00:10.1]} 33... Kxh7 {[%clk 0:03:40.2]} 0-1,1. e4 e5 2. Nf3 Nc6 3. d3 Nf6 4. Bg5 Bb4+ 5. Nbd2 h6 6. Be3 d6 7. Be2 O-O 8. O-O Qe7 9. d4 exd4 10. Nxd4 Ne5 11. N2f3 Ng6 12. Bb5 Qxe4 13. Re1 a6 14. Bd3 Qd5 15. Re2 Bg4 16. c4 Qa5 17. a3 Bc5 18. b4 Bxb4 19. axb4 Qxb4 20. Qd2 Qc5 21. Ra5 Qb6 22. Ne6 Qb1+ 23. Re1 Qb3 24. Nxf8 Rxf8 25. Bd4 Nd7 26. h3 Be6 27. Ba7 Qb6 28. Rea1 Nf4 29. Bxb6 cxb6 30. Qe3 Nh5 31. Qe4 Nhf6 32. Qh7+ Nxh7 33. Bxh7+ Kxh7 0-1,10.1,220.2,33,0,-63.7,-0.111111111,-35.22222222,2,1,2,2,1,7,2,1,2,2,1,7,-1,-104.1,-0.285714286,-48.02857143,2,1,2,2,1,7,2,1,2,2,1,6,0,-134.6,-0.473684211,-68.63157895,2,1,1,2,1,7,2,1,2,2,1,4,2,-204.3,-0.291666667,-88.76666667,1,1,1,2,1,7,2,1,2,1,1,4,8,-218.6,0.310344828,-110.8344828,1,1,1,2,0,7,2,1,1,1,1,4,,,,,,,,,,,,,,,,,0.696969697,-123.0878788,ShortCastle,ShortCastle,2020-11-30 07:48:06,2020-11-30 08:04:43,997,morning,0,0,white,810,959,0,1,0,0,0,0,0,0,0,1,10.1,220.2,-210.1,600,589.9,17.87575758,379.8,11.50909091,6.366666667,1,3,on time,2,2,2,2,2,1,2,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,,2,2,2,2,2,2,1,2,1,2,,,7,7,6,7,4,7,4,7,4,7,,,1,1,1,1,1,1,1,1,1,0,,,2,2,2,2,2,2,2,1,2,1,,
Live Chess,Chess.com,2020-11-29 00:00:00,-,itsraysworldXI,VincentHK99,1-0,r2qkb1r/pppnp1pp/5n2/1B1p1Qpb/3P1P2/2N1P3/PPP3PP/R3K1NR b KQkq -,UTC,D00,https://www.chess.com/openings/Queens-Pawn-Opening-Levitsky-Welling-Variation,2020.11.29,22:36:27,1003,739,1800,itsraysworldXI won - game abandoned,22:36:27,2020.11.29,22:45:27,https://www.chess.com/game/live/5850039205,1. d4 {[%clk 0:29:53.3]} 1... d5 {[%clk 0:29:56.8]} 2. Bg5 {[%clk 0:29:32.3]} 2... Bg4 {[%clk 0:29:30.3]} 3. f3 {[%clk 0:29:04.4]} 3... f6 {[%clk 0:29:14.4]} 4. e3 {[%clk 0:28:56.4]} 4... Be6 {[%clk 0:28:57]} 5. Bb5+ {[%clk 0:28:32.6]} 5... Nd7 {[%clk 0:28:49.5]} 6. f4 {[%clk 0:28:13]} 6... fxg5 {[%clk 0:28:43.7]} 7. Qh5+ {[%clk 0:27:52]} 7... Bf7 {[%clk 0:28:30.3]} 8. Qg4 {[%clk 0:27:03.3]} 8... Nf6 {[%clk 0:28:23.6]} 9. Qf5 {[%clk 0:26:37.9]} 9... Bh5 {[%clk 0:27:54.6]} 10. Nc3 {[%clk 0:26:01.1]} 1-0,1. d4 d5 2. Bg5 Bg4 3. f3 f6 4. e3 Be6 5. Bb5+ Nd7 6. f4 fxg5 7. Qh5+ Bf7 8. Qg4 Nf6 9. Qf5 Bh5 10. Nc3 1-0,1561.1,1674.6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5,-36.85,NoCastle,NoCastle,2020-11-30 08:06:27,2020-11-30 08:15:27,540,morning,0,0,black,739,1003,0,1,0,0,0,0,0,0,0,1,1674.6,1561.1,113.5,1800,125.4,12.54,238.9,23.89,-11.35,1,4,game abandoned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
